○ 범죄의 발생 검거상황(총괄) [],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
건축법,발생비[건/10만명],건/10만명,10,9,7.8,8.6,7.8,7.6,6.6,4.6,4.1,12.4,5.3
건축법,검거건수[건],건,5079,4555,3956,4363,3960,3870,3185,2282,2032,6324,2666
건축법,발생건수대비 검거건수[%],%,95.2,98.1,98.3,98.5,97.9,98,93.6,96.7,96,99.4,98.4
건축법,검거인원[명],명,5847,5892,5258,5758,5235,5047,4224,2869,2233,2351,2461
건축법,남자검거인원[명],명,3923,4087,3750,3977,3798,3647,3025,1985,1637,1689,1704
건축법,여자검거인원[명],명,1750,1750,1433,1688,1401,1328,1153,858,571,624,630
건축법,미상검거인원[명],명,174,55,75,93,36,72,46,26,25,38,127
건축법,법인[개],개,468,441,437,396,470,657,558,366,368,383,271
게임산업진흥에 관한법률,발생건수[건],건,5640,7368,8044,7343,5078,4480,3918,2775,2952,2926,2964
게임산업진흥에 관한법률,발생비[건/10만명],건/10만명,11,14.3,15.6,14.2,9.8,8.6,7.6,5.4,5.7,5.7,5.8
게임산업진흥에 관한법률,검거건수[건],건,5568,7236,7902,7145,4984,4394,3846,2692,2802,2864,2896
게임산업진흥에 관한법률,발생건수대비 검거건수[%],%,98.7,98.2,98.2,97.3,98.1,98.1,98.2,97,94.9,97.9,97.7
게임산업진흥에 관한법률,검거인원[명],명,9338,11046,11986,9878,7749,7397,6180,3858,3975,4098,4005
게임산업진흥에 관한법률,남자검거인원[명],명,8079,9441,9964,8111,6305,5876,4910,3052,3085,3138,2994
게임산업진흥에 관한법률,여자검거인원[명],명,1234,1553,1988,1748,1428,1438,1261,804,885,954,1003
게임산업진흥에 관한법률,미상검거인원[명],명,25,52,34,19,16,83,9,2,5,6,8
게임산업진흥에 관한법률,법인[개],개,14,14,9,5,4,10,4,4,3,6,2
결혼중개업의 관리에 관한법률,발생건수[건],건,359,179,92,75,112,89,83,39,52,52,71
결혼중개업의 관리에 관한법률,발생비[건/10만명],건/10만명,1,0.3,0.2,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1
결혼중개업의 관리에 관한법률,검거건수[건],건,348,168,92,68,102,79,77,31,31,54,64
결혼중개업의 관리에 관한법률,발생건수대비 검거건수[%],%,96.9,93.9,100,90.7,91.1,88.8,92.8,79.5,59.6,103.8,90.1
결혼중개업의 관리에 관한법률,검거인원[명],명,560,288,135,123,164,127,123,60,46,81,87
결혼중개업의 관리에 관한법률,남자검거인원[명],명,330,178,82,68,104,80,86,32,23,37,66
결혼중개업의 관리에 관한법률,여자검거인원[명],명,229,110,53,51,58,44,36,28,23,41,20
결혼중개업의 관리에 관한법률,미상검거인원[명],명,1,-,-,4,2,3,1,-,-,3,1
결혼중개업의 관리에 관한법률,법인[개],개,30,17,6,1,13,5,3,4,2,4,3
경범죄처벌법,발생건수[건],건,4481,5699,7304,6491,6713,7638,7702,7100,8398,10098,10375
경범죄처벌법,발생비[건/10만명],건/10만명,9,11.1,14.1,12.5,13,14.7,14.9,13.7,16.3,19.7,20.3
경범죄처벌법,검거건수[건],건,4317,5311,7106,6211,6233,6893,6590,5911,6616,8072,7441
경범죄처벌법,발생건수대비 검거건수[%],%,96.3,93.2,97.3,95.7,92.8,90.2,85.6,83.3,78.8,79.9,71.7
경범죄처벌법,검거인원[명],명,4500,5427,7133,6599,6576,7257,6892,6072,6972,8318,7693
경범죄처벌법,남자검거인원[명],명,4060,4959,6459,5894,5847,6515,6119,5302,6117,7138,6582
경범죄처벌법,여자검거인원[명],명,428,454,655,697,675,718,744,764,841,1145,1046
경범죄처벌법,미상검거인원[명],명,12,14,19,8,54,24,29,6,14,35,65
경범죄처벌법,법인[개],개,1,2,-,,2,1,1,-,-,1,7
고용보험법,발생건수[건],건,339,673,1961,2271,2018,2739,2606,2909,3110,3837,3348
고용보험법,발생비[건/10만명],건/10만명,1,1.3,3.8,4.4,3.9,5.3,5,5.6,6,7.5,6.5
고용보험법,검거건수[건],건,318,671,1954,2260,1995,2748,2594,2888,3103,3818,3343
고용보험법,발생건수대비 검거건수[%],%,93.8,99.7,99.6,99.5,98.9,100.3,99.5,99.3,99.8,99.5,99.9
고용보험법,검거인원[명],명,977,1371,4715,4081,2985,3439,3175,3527,3567,4648,4098
고용보험법,남자검거인원[명],명,590,848,2500,2175,1596,1863,1706,2133,2171,2655,2272
고용보험법,여자검거인원[명],명,386,523,2151,1890,1386,1575,1461,1386,1392,1987,1823
고용보험법,미상검거인원[명],명,1,-,64,16,3,1,8,8,4,6,3
고용보험법,법인[개],개,66,126,331,152,111,93,87,215,308,321,204
공유수면관리 및 매립에 관한법률,발생건수[건],건,817,4169,5350,1087,4179,6040,9005,5127,7179,7372,12009
공유수면관리 및 매립에 관한법률,발생비[건/10만명],건/10만명,2,8.1,10.3,2.1,8.1,11.6,17.4,9.9,14,14.4,23.4
공유수면관리 및 매립에 관한법률,검거건수[건],건,805,4167,5340,1077,4179,6038,8998,5122,7173,7228,12006
공유수면관리 및 매립에 관한법률,발생건수대비 검거건수[%],%,98.5,100,99.8,99.1,100,100,99.9,99.9,99.9,98,100
공유수면관리 및 매립에 관한법률,검거인원[명],명,347,198,266,307,285,256,259,212,262,186,223
공유수면관리 및 매립에 관한법률,남자검거인원[명],명,282,178,197,247,217,216,214,183,223,165,194
공유수면관리 및 매립에 관한법률,여자검거인원[명],명,64,20,67,51,68,38,45,29,39,20,21
공유수면관리 및 매립에 관한법률,미상검거인원[명],명,1,-,2,9,-,2,-,-,-,1,8
공유수면관리 및 매립에 관한법률,법인[개],개,32,29,26,64,32,24,17,26,23,22,18
공유재산 및 물품관리법,발생건수[건],건,1864,88,1112,353,57,1562,111,83,126,85,1333
공유재산 및 물품관리법,발생비[건/10만명],건/10만명,4,0.2,2.2,0.7,0.1,3,0.2,0.2,0.2,0.2,2.6
공유재산 및 물품관리법,검거건수[건],건,1858,87,1110,347,55,1562,107,70,89,85,1330
공유재산 및 물품관리법,발생건수대비 검거건수[%],%,99.7,98.9,99.8,98.3,96.5,100,96.4,84.3,70.6,100,99.8
공유재산 및 물품관리법,검거인원[명],명,113,125,198,196,86,103,185,129,100,87,204
공유재산 및 물품관리법,남자검거인원[명],명,95,85,157,146,67,86,139,96,81,72,174
공유재산 및 물품관리법,여자검거인원[명],명,18,39,39,42,17,17,42,32,18,15,29
공유재산 및 물품관리법,미상검거인원[명],명,-,1,2,8,2,-,4,1,1,-,1
공유재산 및 물품관리법,법인[개],개,1,1,1,,2,2,1,4,1,1,2
공인중개사법,발생건수[건],건,1413,1239,1010,955,1226,886,911,944,1011,1761,1669
공인중개사법,발생비[건/10만명],건/10만명,3,2.4,2,1.8,2.4,1.7,1.8,1.8,2,3.4,3.3
공인중개사법,검거건수[건],건,1343,1185,956,876,1140,820,861,876,934,1730,1641
공인중개사법,발생건수대비 검거건수[%],%,95,95.6,94.7,91.7,93,92.6,94.5,92.8,92.4,98.2,98.3
공인중개사법,검거인원[명],명,2367,2005,1641,1586,1909,1520,1610,1533,1508,3712,3141
공인중개사법,남자검거인원[명],명,1644,1394,1079,969,1086,937,968,905,890,2561,2135
공인중개사법,여자검거인원[명],명,695,579,541,596,801,566,625,617,612,1143,986
공인중개사법,미상검거인원[명],명,28,32,21,21,22,17,17,11,6,8,20
공인중개사법,법인[개],개,19,14,6,4,8,6,11,11,16,19,12
공중위생관리법,발생건수[건],건,1093,1290,1707,1594,1704,1939,2212,1720,1600,1921,1743
공중위생관리법,발생비[건/10만명],건/10만명,2,2.5,3.3,3.1,3.3,3.7,4.3,3.3,3.1,3.7,3.4
공중위생관리법,검거건수[건],건,1081,1224,1700,1531,1649,1887,2143,1682,1560,1893,1705
공중위생관리법,발생건수대비 검거건수[%],%,98.9,94.9,99.6,96,96.8,97.3,96.9,97.8,97.5,98.5,97.8
공중위생관리법,검거인원[명],명,1174,1310,1814,1724,1842,2031,1807,1736,1666,1982,1836
공중위생관리법,남자검거인원[명],명,422,632,831,719,814,959,859,832,777,939,808
공중위생관리법,여자검거인원[명],명,750,678,981,996,1027,1071,941,902,889,1042,1023
공중위생관리법,미상검거인원[명],명,2,-,2,9,1,1,7,2,-,1,5
공중위생관리법,법인[개],개,54,48,38,37,21,36,23,16,26,24,17
공직선거법,발생건수[건],건,2260,294,1612,849,2231,82,1439,331,3253,86,1595
공직선거법,발생비[건/10만명],건/10만명,4,0.6,3.1,1.6,4.3,0.2,2.8,0.6,6.3,0.2,3.1
공직선거법,검거건수[건],건,1965,270,1428,789,1974,89,1172,244,2427,83,1412
공직선거법,발생건수대비 검거건수[%],%,86.9,91.8,88.6,92.9,88.5,108.5,81.4,73.7,74.6,96.5,88.5
공직선거법,검거인원[명],명,3469,430,2676,1092,3313,118,2327,424,4445,159,2332
공직선거법,남자검거인원[명],명,2634,275,1767,776,2516,89,1541,273,3105,108,1583
공직선거법,여자검거인원[명],명,618,110,435,208,680,20,520,74,1018,23,600
공직선거법,미상검거인원[명],명,217,45,474,108,117,9,266,77,322,28,149
공직선거법,법인[개],개,17,4,16,4,12,2,7,5,20,-,16
관세법,발생건수[건],건,720,668,725,1017,746,860,599,393,359,340,467
관세법,발생비[건/10만명],건/10만명,1,1.3,1.4,2,1.4,1.7,1.2,0.8,0.7,0.7,0.9
관세법,검거건수[건],건,721,653,682,1027,745,848,584,399,357,352,463
관세법,발생건수대비 검거건수[%],%,100.1,97.8,94.1,101,99.9,98.6,97.5,101.5,99.4,103.5,99.1
관세법,검거인원[명],명,873,775,845,1331,1039,1068,933,620,617,572,613
관세법,남자검거인원[명],명,740,672,712,1056,818,849,783,504,510,473,505
관세법,여자검거인원[명],명,113,91,123,243,204,203,144,103,101,94,102
관세법,미상검거인원[명],명,20,12,10,32,17,16,6,13,6,5,6
관세법,법인[개],개,286,254,239,301,224,231,201,135,155,159,131
교통사고처리특례법,발생건수[건],건,193099,200301,193032,185509,192030,199592,184990,155625,76210,71186,68155
교통사고처리특례법,발생비[건/10만명],건/10만명,376,388.7,373.4,358.3,370.5,384.9,356.9,301.4,148.2,138.7,133.1
교통사고처리특례법,검거건수[건],건,186955,194281,187511,181051,187452,195308,181325,152875,74351,69497,66560
교통사고처리특례법,발생건수대비 검거건수[%],%,96.8,97,97.1,97.6,97.6,97.9,98,98.2,97.6,97.6,97.7
교통사고처리특례법,검거인원[명],명,194449,202360,195705,188984,196974,204948,190641,159066,77521,71716,68527
교통사고처리특례법,남자검거인원[명],명,155281,160525,153659,146924,152109,155524,146027,120765,59994,55295,52196
교통사고처리특례법,여자검거인원[명],명,38886,41500,41799,41901,44745,49327,44514,38263,17491,16411,16312
교통사고처리특례법,미상검거인원[명],명,282,335,247,159,120,97,100,38,36,10,19
교통사고처리특례법,법인[개],개,11,15,21,10,11,1,5,1,3,2,4
국가기술자격법,발생건수[건],건,325,90,232,167,60,1106,397,52,62,40,50
국가기술자격법,발생비[건/10만명],건/10만명,1,0.2,0.4,0.3,0.1,2.1,0.8,0.1,0.1,0.1,0.1
국가기술자격법,검거건수[건],건,309,88,234,162,54,1099,396,50,60,40,50
국가기술자격법,발생건수대비 검거건수[%],%,95.1,97.8,100.9,97,90,99.4,99.7,96.2,96.8,100,100
국가기술자격법,검거인원[명],명,706,244,547,402,163,540,257,121,140,108,58
국가기술자격법,남자검거인원[명],명,597,202,477,330,136,431,208,104,108,94,40
국가기술자격법,여자검거인원[명],명,109,41,60,58,22,109,47,17,31,14,15
국가기술자격법,미상검거인원[명],명,-,1,10,14,5,-,2,-,1,-,3
국가기술자격법,법인[개],개,298,43,103,57,37,154,52,27,64,32,5
국가보안법,발생건수[건],건,94,93,49,51,57,54,51,83,25,63,57
국가보안법,발생비[건/10만명],건/10만명,-,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0,0.1,0.1
국가보안법,검거건수[건],건,79,83,43,46,30,45,41,64,23,46,52
국가보안법,발생건수대비 검거건수[%],%,84,89.2,87.8,90.2,52.6,83.3,80.4,77.1,92,73,91.2
국가보안법,검거인원[명],명,84,120,41,62,70,79,48,113,34,64,78
국가보안법,남자검거인원[명],명,60,71,35,44,47,48,29,79,27,50,50
국가보안법,여자검거인원[명],명,12,30,5,14,14,10,8,31,6,11,20
국가보안법,미상검거인원[명],명,12,19,1,4,9,21,11,3,1,3,8
국가보안법,법인[개],개,-,10,1,,1,-,-,-,-,-,2
국민체육진흥법,발생건수[건],건,1895,776,869,470,226,388,384,588,298,257,263
국민체육진흥법,발생비[건/10만명],건/10만명,4,1.5,1.7,0.9,0.4,0.7,0.7,1.1,0.6,0.5,0.5
국민체육진흥법,검거건수[건],건,1477,735,835,445,212,350,344,494,298,215,246
국민체육진흥법,발생건수대비 검거건수[%],%,77.9,94.7,96.1,94.7,93.8,90.2,89.6,84,100,83.7,93.5
국민체육진흥법,검거인원[명],명,2452,1523,1682,798,381,675,641,710,412,258,371
국민체육진흥법,남자검거인원[명],명,2360,1449,1597,747,359,651,610,690,404,251,357
국민체육진흥법,여자검거인원[명],명,75,73,84,47,19,18,26,20,8,7,12
국민체육진흥법,미상검거인원[명],명,17,1,1,4,3,6,5,-,-,-,2
국민체육진흥법,법인[개],개,7,-,-,,-,-,1,-,-,-,-
국토의계획 및 이용에 관한법률,발생건수[건],건,1034,1330,1366,1569,1177,1558,1333,1324,1368,1445,1129
국토의계획 및 이용에 관한법률,발생비[건/10만명],건/10만명,2,2.6,2.6,3,2.3,3,2.6,2.6,2.7,2.8,2.2
국토의계획 및 이용에 관한법률,검거건수[건],건,995,1307,1306,1532,1147,1526,1289,1270,1302,1425,1122
국토의계획 및 이용에 관한법률,발생건수대비 검거건수[%],%,96.2,98.3,95.6,97.6,97.5,97.9,96.7,95.9,95.2,98.6,99.4
국토의계획 및 이용에 관한법률,검거인원[명],명,1442,1738,1830,2168,1594,2143,1796,1613,1630,1735,1468
국토의계획 및 이용에 관한법률,남자검거인원[명],명,1163,1405,1420,1744,1317,1750,1509,1355,1358,1417,1114
국토의계획 및 이용에 관한법률,여자검거인원[명],명,266,324,372,384,267,363,277,250,264,299,253
국토의계획 및 이용에 관한법률,미상검거인원[명],명,13,9,38,40,10,30,10,8,8,19,101
국토의계획 및 이용에 관한법률,법인[개],개,121,130,136,160,161,247,233,198,199,237,130
근로기준법,발생건수[건],건,44409,43002,44492,44323,46856,46503,36972,28974,24392,26053,31604
근로기준법,발생비[건/10만명],건/10만명,87,83.5,86.1,85.6,90.4,89.7,71.3,56.1,47.4,50.8,61.7
근로기준법,검거건수[건],건,39764,39448,40959,41835,43690,43778,34718,27327,23243,24768,30319
근로기준법,발생건수대비 검거건수[%],%,89.5,91.7,92.1,94.4,93.2,94.1,93.9,94.3,95.3,95.1,95.9
근로기준법,검거인원[명],명,38735,37579,38335,39685,40635,41149,33173,25581,21573,22616,26901
근로기준법,남자검거인원[명],명,34594,33499,34042,34958,35706,36029,29001,22321,18800,19564,23150
근로기준법,여자검거인원[명],명,3918,3852,4086,4427,4636,4800,3927,3161,2666,2955,3746
근로기준법,미상검거인원[명],명,223,228,207,300,293,320,245,99,107,97,5
근로기준법,법인[개],개,86,50,97,99,81,129,146,113,141,109,197
근로자 퇴직급여 보장법,발생건수[건],건,13551,13619,14452,14003,14352,13466,10321,8091,6197,6774,9279
근로자 퇴직급여 보장법,발생비[건/10만명],건/10만명,26,26.4,28,27,27.7,26,19.9,15.7,12,13.2,18.1
근로자 퇴직급여 보장법,검거건수[건],건,12730,13075,13946,13758,13921,13182,9987,7846,6072,6552,8989
근로자 퇴직급여 보장법,발생건수대비 검거건수[%],%,93.9,96,96.5,98.3,97,97.9,96.8,97,98,96.7,96.9
근로자 퇴직급여 보장법,검거인원[명],명,9373,9406,9731,9565,9338,8741,6616,5125,4035,4156,5807
근로자 퇴직급여 보장법,남자검거인원[명],명,8076,8032,8328,8109,7941,7508,5630,4323,3462,3557,4975
근로자 퇴직급여 보장법,여자검거인원[명],명,1276,1351,1380,1425,1357,1210,967,792,567,590,831
근로자 퇴직급여 보장법,미상검거인원[명],명,21,23,23,31,40,23,19,10,6,9,1
근로자 퇴직급여 보장법,법인[개],개,14,11,17,11,12,16,28,10,26,13,21
낚시관리 및 육성법,발생건수[건],건,297,524,1742,991,561,1157,1036,502,865,570,868
낚시관리 및 육성법,발생비[건/10만명],건/10만명,1,1,3.4,1.9,1.1,2.2,2,1,1.7,1.1,1.7
낚시관리 및 육성법,검거건수[건],건,298,512,1736,991,559,1156,1011,501,864,569,808
낚시관리 및 육성법,발생건수대비 검거건수[%],%,100.3,97.7,99.7,100,99.6,99.9,97.6,99.8,99.9,99.8,93.1
낚시관리 및 육성법,검거인원[명],명,95,131,221,203,225,217,161,142,140,132,141
낚시관리 및 육성법,남자검거인원[명],명,85,126,197,178,204,196,146,131,127,122,130
낚시관리 및 육성법,여자검거인원[명],명,10,5,24,24,21,21,14,11,13,10,11
낚시관리 및 육성법,미상검거인원[명],명,-,-,-,1,-,-,1,-,-,-,-
낚시관리 및 육성법,법인[개],개,-,-,1,,5,3,3,2,-,2,-
노동조합 및 노동관계조정법,발생건수[건],건,526,477,429,528,709,631,603,526,473,345,325
노동조합 및 노동관계조정법,발생비[건/10만명],건/10만명,1,0.9,0.8,1,1.4,1.2,1.2,1,0.9,0.7,0.6
노동조합 및 노동관계조정법,검거건수[건],건,503,479,414,505,667,630,597,515,473,340,313
노동조합 및 노동관계조정법,발생건수대비 검거건수[%],%,95.6,100.4,96.5,95.6,94.1,99.8,99,97.9,100,98.6,96.3
노동조합 및 노동관계조정법,검거인원[명],명,866,835,784,909,1479,1272,1058,1046,874,568,495
노동조합 및 노동관계조정법,남자검거인원[명],명,733,655,609,707,1142,942,867,838,659,481,445
노동조합 및 노동관계조정법,여자검거인원[명],명,54,71,54,45,71,79,67,93,76,30,50
노동조합 및 노동관계조정법,미상검거인원[명],명,79,109,121,157,266,251,124,115,139,57,-
노동조합 및 노동관계조정법,법인[개],개,40,26,29,32,50,45,26,39,41,29,85
농수산물유통 및 가격안정에 관한법률,발생건수[건],건,232,33,38,33,35,41,30,32,12,103,74
농수산물유통 및 가격안정에 관한법률,발생비[건/10만명],건/10만명,-,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.2,0.1
농수산물유통 및 가격안정에 관한법률,검거건수[건],건,232,33,37,32,31,40,30,30,11,102,72
농수산물유통 및 가격안정에 관한법률,발생건수대비 검거건수[%],%,100,100,97.4,97,88.6,97.6,100,93.8,91.7,99,97.3
농수산물유통 및 가격안정에 관한법률,검거인원[명],명,69,122,79,49,44,65,48,34,20,151,241
농수산물유통 및 가격안정에 관한법률,남자검거인원[명],명,58,98,56,37,34,45,39,26,15,126,124
농수산물유통 및 가격안정에 관한법률,여자검거인원[명],명,11,23,23,9,10,19,8,8,5,25,22
농수산물유통 및 가격안정에 관한법률,미상검거인원[명],명,-,1,-,3,-,1,1,-,-,-,95
농수산물유통 및 가격안정에 관한법률,법인[개],개,5,4,2,6,4,6,10,7,3,86,6
농수산물의 원산지표시에관한법률,발생건수[건],건,3458,3353,4137,3318,3975,2849,2068,2314,,,
농수산물의 원산지표시에관한법률,발생비[건/10만명],건/10만명,7,6.5,8,6.4,7.7,5.5,4,4.5,,,
농수산물의 원산지표시에관한법률,검거건수[건],건,3477,3354,4122,3326,3981,2867,2069,2301,,,
농수산물의 원산지표시에관한법률,발생건수대비 검거건수[%],%,100.5,100,99.6,100.2,100.2,100.6,100,99.4,,,
농수산물의 원산지표시에관한법률,검거인원[명],명,3729,3539,4302,3549,3008,2953,2093,2223,,,
농수산물의 원산지표시에관한법률,남자검거인원[명],명,2166,2097,2546,2084,1722,1682,1203,1298,,,
농수산물의 원산지표시에관한법률,여자검거인원[명],명,1560,1436,1752,1459,1283,1267,887,916,,,
농수산물의 원산지표시에관한법률,미상검거인원[명],명,3,6,4,6,3,4,3,9,,,
농수산물의 원산지표시에관한법률,법인[개],개,144,136,156,174,118,111,128,168,,,
농수산물의원산지표시등에관한법률,발생건수[건],건,,,,,,,,,2057,2215,2868
농수산물의원산지표시등에관한법률,발생비[건/10만명],건/10만명,,,,,,,,,4,4.3,5.6
농수산물의원산지표시등에관한법률,검거건수[건],건,,,,,,,,,2048,2207,2871
농수산물의원산지표시등에관한법률,발생건수대비 검거건수[%],%,,,,,,,,,99.6,99.6,100.1
농수산물의원산지표시등에관한법률,검거인원[명],명,,,,,,,,,2106,2160,2107
농수산물의원산지표시등에관한법률,남자검거인원[명],명,,,,,,,,,1279,1261,1162
농수산물의원산지표시등에관한법률,여자검거인원[명],명,,,,,,,,,821,894,941
농수산물의원산지표시등에관한법률,미상검거인원[명],명,,,,,,,,,6,5,4
농수산물의원산지표시등에관한법률,법인[개],개,,,,,,,,,122,86,98
농지법,발생건수[건],건,821,954,983,844,743,746,878,1367,1086,640,455
농지법,발생비[건/10만명],건/10만명,2,1.9,1.9,1.6,1.4,1.4,1.7,2.6,2.1,1.2,0.9
농지법,검거건수[건],건,771,911,920,809,711,709,831,1274,992,621,434
농지법,발생건수대비 검거건수[%],%,93.9,95.5,93.6,95.9,95.7,95,94.6,93.2,91.3,97,95.4
농지법,검거인원[명],명,1144,1368,1389,1254,1276,1066,1729,3110,1612,1091,567
농지법,남자검거인원[명],명,892,1102,1072,942,933,813,1148,1745,1088,742,416
농지법,여자검거인원[명],명,242,254,283,290,326,241,571,1352,522,343,132
농지법,미상검거인원[명],명,10,12,34,22,17,12,10,13,2,6,19
농지법,법인[개],개,63,61,92,60,76,74,105,130,190,121,19
대기환경보전법,발생건수[건],건,1831,1995,2277,2725,2551,2633,2379,2867,2580,2530,2206
대기환경보전법,발생비[건/10만명],건/10만명,4,3.9,4.4,5.3,4.9,5.1,4.6,5.6,5,4.9,4.3
대기환경보전법,검거건수[건],건,1852,1982,2272,2704,2543,2634,2377,2844,2555,2508,2198
대기환경보전법,발생건수대비 검거건수[%],%,101.1,99.3,99.8,99.2,99.7,100,99.9,99.2,99,99.1,99.6
대기환경보전법,검거인원[명],명,1960,2068,2409,2890,2624,2820,2529,2810,2733,2586,2579
대기환경보전법,남자검거인원[명],명,1824,1915,2232,2626,2440,2658,2374,2601,2523,2380,2209
대기환경보전법,여자검거인원[명],명,127,137,109,180,179,151,146,200,189,194,161
대기환경보전법,미상검거인원[명],명,9,16,68,84,5,11,9,9,21,12,209
대기환경보전법,법인[개],개,925,1067,1197,1442,1464,1582,1289,1406,1414,1369,969
대부업 등의 등록 및 금융이용자 보호에 관한법률,발생건수[건],건,1565,1022,1053,1386,1496,1603,1320,759,983,1057,1654
대부업 등의 등록 및 금융이용자 보호에 관한법률,발생비[건/10만명],건/10만명,3,2,2,2.7,2.9,3.1,2.5,1.5,1.9,2.1,3.2
대부업 등의 등록 및 금융이용자 보호에 관한법률,검거건수[건],건,1397,867,917,1199,1306,1423,1126,605,722,775,1063
대부업 등의 등록 및 금융이용자 보호에 관한법률,발생건수대비 검거건수[%],%,89.3,84.8,87.1,86.5,87.3,88.8,85.3,79.7,73.4,73.3,64.3
대부업 등의 등록 및 금융이용자 보호에 관한법률,검거인원[명],명,2259,1602,1624,2297,2439,2438,2142,1144,938,1353,2319
대부업 등의 등록 및 금융이용자 보호에 관한법률,남자검거인원[명],명,1758,1142,1215,1809,1986,2026,1680,896,733,1098,1811
대부업 등의 등록 및 금융이용자 보호에 관한법률,여자검거인원[명],명,451,390,383,444,413,377,425,230,179,208,391
대부업 등의 등록 및 금융이용자 보호에 관한법률,미상검거인원[명],명,50,70,26,44,40,35,37,18,26,47,117
대부업 등의 등록 및 금융이용자 보호에 관한법률,법인[개],개,17,23,10,26,15,18,32,18,21,16,9
도로교통법,발생건수[건],건,14988,18189,17948,17265,13958,14804,13383,12071,12529,11203,11007
도로교통법,발생비[건/10만명],건/10만명,29,35.3,34.7,33.3,26.9,28.6,25.8,23.4,24.4,21.8,21.5
도로교통법,검거건수[건],건,11194,13661,13692,14943,12718,13621,12253,10545,9999,9151,8946
도로교통법,발생건수대비 검거건수[%],%,74.7,75.1,76.3,86.6,91.1,92,91.6,87.4,79.8,81.7,81.3
도로교통법,검거인원[명],명,12599,15056,16143,17322,14483,15286,13458,11184,10680,9879,9719
도로교통법,남자검거인원[명],명,11065,13222,14232,15715,13094,13754,12144,10096,9574,8837,8707
도로교통법,여자검거인원[명],명,1474,1762,1866,1552,1367,1500,1294,1072,1088,1021,997
도로교통법,미상검거인원[명],명,60,72,45,55,22,32,20,16,18,21,15
도로교통법,법인[개],개,85,76,58,189,471,204,93,40,28,30,13
도로교통법(무면허운전),발생건수[건],건,35737,42320,67203,47087,24440,23588,21368,18482,18636,20377,25638
도로교통법(무면허운전),발생비[건/10만명],건/10만명,70,82.1,130,90.9,47.2,45.5,41.2,35.8,36.2,39.7,50.1
도로교통법(무면허운전),검거건수[건],건,34896,41983,66305,46936,24256,23386,21119,18212,18308,20041,25306
도로교통법(무면허운전),발생건수대비 검거건수[%],%,97.6,99.2,98.7,99.7,99.2,99.1,98.8,98.5,98.2,98.4,98.7
도로교통법(무면허운전),검거인원[명],명,37314,43873,68217,48875,25675,24863,22666,19394,19275,21136,26158
도로교통법(무면허운전),남자검거인원[명],명,34423,40478,63014,45035,23672,22849,20583,17741,17659,19383,23855
도로교통법(무면허운전),여자검거인원[명],명,2883,3389,5195,3833,1999,2011,2080,1646,1610,1753,2300
도로교통법(무면허운전),미상검거인원[명],명,8,6,8,7,4,3,3,7,6,-,3
도로교통법(무면허운전),법인[개],개,6,13,14,11,6,2,-,1,2,-,6
도로교통법(사고후미조치),발생건수[건],건,86561,100774,97062,50247,15241,12220,11717,8982,7937,7441,7034
도로교통법(사고후미조치),발생비[건/10만명],건/10만명,169,195.6,187.8,97,29.4,23.6,22.6,17.4,15.4,14.5,13.7
도로교통법(사고후미조치),검거건수[건],건,45216,52165,47939,26442,11107,9157,8900,7113,7048,5849,5242
도로교통법(사고후미조치),발생건수대비 검거건수[%],%,52.2,51.8,49.4,52.6,72.9,74.9,76,79.2,88.8,78.6,74.5
도로교통법(사고후미조치),검거인원[명],명,47456,54077,49799,27584,11901,9777,9520,7341,7039,6026,5351
도로교통법(사고후미조치),남자검거인원[명],명,37680,43051,39504,22434,10140,8286,8036,6156,6038,5141,4462
도로교통법(사고후미조치),여자검거인원[명],명,8119,9743,9091,4625,1640,1435,1415,1159,981,876,880
도로교통법(사고후미조치),미상검거인원[명],명,1657,1283,1204,525,121,56,69,26,20,9,9
도로교통법(사고후미조치),법인[개],개,1,-,7,11,1,-,-,-,-,-,2
도로교통법(음주운전),발생건수[건],건,219392,211014,201979,178693,140515,107425,95569,91055,100321,101662,97361
도로교통법(음주운전),발생비[건/10만명],건/10만명,427,409.5,390.7,345.1,271.1,207.2,184.4,176.3,195,198.1,190.1
도로교통법(음주운전),검거건수[건],건,218671,210256,201606,178069,140137,106975,95277,90357,99757,101034,96974
도로교통법(음주운전),발생건수대비 검거건수[%],%,99.7,99.6,99.8,99.7,99.7,99.6,99.7,99.2,99.4,99.4,99.6
도로교통법(음주운전),검거인원[명],명,220536,212153,203613,180153,142013,108807,97709,91507,100696,101736,97526
도로교통법(음주운전),남자검거인원[명],명,197748,189802,182208,160701,126174,96764,86542,80968,88750,89059,85169
도로교통법(음주운전),여자검거인원[명],명,22783,22348,21404,19450,15830,12026,11143,10532,11938,12677,12354
도로교통법(음주운전),미상검거인원[명],명,5,3,1,2,9,17,24,7,8,-,3
도로교통법(음주운전),법인[개],개,5,2,6,2,3,-,1,-,-,-,-
도로교통법(음주측정거부),발생건수[건],건,2422,2574,2593,2805,2945,2691,2926,3243,3923,3491,3108
